chr10	102664043
chr10	102664477
chr10	102664515
chr10	102664862
chr10	102665162
chr10	102665375
chr10	102665547
chr10	102665700
chr10	102665714
chr10	102665869
chr10	102666015
chr10	102666254
chr10	102666420
chr10	102667326
chr10	102667859
chr10	102668068
chr10	102668330
chr10	102668347
chr10	102668551
chr10	102668557
chr10	102668848
chr10	102668959
chr10	102669268
chr10	102669386
chr10	102669536
chr10	102669882
chr10	102669989
chr10	102670071
chr10	102670494
chr10	102670514
chr10	102670521
chr10	102670629
chr10	102671447
chr10	102671514
chr10	102671625
chr10	102672161
chr10	102672267
chr10	102672296
chr10	102672599
chr10	102672702
chr10	102672742
chr10	102673048
chr10	102673081
chr10	102673243
chr10	102673709
chr10	102674437
chr10	102674452
chr10	102674493
chr10	102674771
chr10	102674873
chr10	102675135
chr10	102675136
chr10	102675431
chr10	102675498
chr10	102675843
chr10	102676250
chr10	102676762
chr10	102676884
chr10	102677015
chr10	102677102
chr10	102677418
chr10	102678433
chr10	102678603
chr10	102678808
chr10	102679068
chr10	102679511
chr10	102679712
chr10	102680105
chr10	102680293
chr10	102680305
chr10	102680457
chr10	102680596
chr10	102681631
chr10	102681773
chr10	102682322
chr10	102682674
chr10	102682700
chr10	102683437
chr10	102684118
chr10	102684799
chr10	102684858
chr10	102684995
chr10	102685391
chr10	102685611
chr10	102686159
chr10	102686206
chr10	102687170
chr10	102687256
chr10	102687413
chr10	102687872
chr10	102689101
chr10	102689175
chr10	102689182
chr10	102689256
chr10	102689574
chr10	102689687
chr10	102690079
chr10	102690913
chr10	102691571
chr10	102692002
chr10	102693061
chr10	102693267
chr10	102693692
chr10	102693839
chr10	102693982
chr10	102694033
chr10	102694148
chr10	102694356
chr10	102694446
chr10	102694716
chr10	102694943
chr10	102695259
chr10	102695436
chr10	102695524
chr10	102696396
chr10	102696553
chr10	102696929
chr10	102696968
chr10	102697037
chr10	102697081
chr10	102697319
chr10	102697652
chr10	102697699
chr10	102697846
chr10	102698486
chr10	102698620
chr10	102698797
chr10	102700042
chr10	102700140
chr10	102700278
chr10	102701791
chr10	102701954
chr10	102702171
chr10	102702430
chr10	102703224
chr10	102703357
chr10	102703633
chr10	102703919
chr10	102704011
chr10	102704083
chr10	102704322
chr10	102704457
chr10	102704530
chr10	102704679
chr10	102704900
chr10	102705006
chr10	102705213
chr10	102705596
chr10	102705617
chr10	102705720
chr10	102705930
chr10	102706676
chr10	102706739
chr10	102706935
chr10	102706941
chr10	102707581
chr10	102707830
chr10	102707852
chr10	102708017
chr10	102708033
chr10	102708197
chr10	102708567
chr10	102708677
chr10	102708826
chr10	102709670
chr10	102709971
chr10	102711161
chr10	102711255
chr10	102711338
chr10	102711340
chr10	102711512
chr10	102711575
chr10	102711643
chr10	102712218
chr10	102712297
chr10	102713020
chr10	102713781
chr10	102714210
chr10	102714425
chr10	102714483
chr10	102714852
chr10	102715253
chr10	102715875
chr10	102716535
chr10	102716536
chr10	102716858
chr10	102716966
chr10	102717218
chr10	102717408
chr10	102717421
chr10	102717459
chr10	102717948
chr10	102718446
chr10	102718993
chr10	102719408
chr10	102719628
chr10	102720118
chr10	102720902
chr10	102721025
chr10	102722329
chr10	102722360
chr10	102722573
chr10	102722574
chr10	102723413
chr10	102723416
chr10	102725042
chr10	102725544
chr10	102725968
chr10	102726547
chr10	102726728
chr10	102727217
chr10	102727625
chr10	102727658
chr10	102727686
chr10	102728114
chr10	102728160
chr10	102728216
chr10	102729000
chr10	102729143
chr10	102729157
chr10	102729254
chr10	102729278
chr10	102730268
chr10	102730535
chr10	102730596
chr10	102730884
chr10	102730892
chr10	102731111
chr10	102731357
chr10	102731391
chr10	102731407
chr10	102731945
chr10	102731980
chr10	102732538
chr10	102732950
chr10	102733020
chr10	102733581
chr10	102733675
chr10	102733687
chr10	102733919
chr10	102733982
chr10	102734162
chr10	102734272
chr10	102734317
chr10	102734576
chr10	102734803
chr10	102734812
chr10	102735190
chr10	102735220
chr10	102736343
chr10	102736841
chr10	102736881
chr10	102736897
chr10	102736901
chr10	102737102
chr10	102737212
chr10	102737388
chr10	102737478
chr10	102737727
chr10	102737729
chr10	102738366
chr10	102738540
chr10	102738554
chr10	102738574
chr10	102739089
chr10	102739463
chr10	102739475
chr10	102739631
chr10	102739638
chr10	102739806
chr10	102739837
chr10	102739898
chr10	102740007
chr10	102740103
chr10	102740184
chr10	102740713
chr10	102740880
chr10	102740902
chr10	102741231
chr10	102741684
chr10	102742357
chr10	102742403
chr10	102743373
chr10	102743417
chr10	102743550
chr10	102743702
chr10	102743765
chr10	102743827
chr10	102744595
chr10	102744777
chr10	102744807
chr10	102745492
chr10	102745930
chr10	102746008
chr10	102746127
chr10	102746354
chr10	102746786
chr10	102746993
chr10	102747095
chr10	102747322
chr10	102747399
chr10	102747711
chr10	102747818
chr10	102748188
chr10	102748445
chr10	102748632
chr10	102748723
chr10	102749149
chr10	102749307
chr10	102749636
chr10	102749788
chr10	102749916
chr10	102750061
chr10	102750401
chr10	102750483
chr10	102750548
chr10	102750656
chr10	102750660
chr10	102750686
chr10	102750736
chr10	102750748
chr10	102751228
chr10	102751271
chr10	102751280
chr10	102751431
chr10	102752249
chr10	102752338
chr10	102752458
chr10	102753040
chr10	102753292
chr10	102753401
chr10	102754682
chr10	102754973
chr10	102754981
chr10	102755013
chr10	102755312
chr10	102755390
chr10	102755413
chr10	102755492
chr10	102755683
chr10	102755968
chr10	102756042
chr10	102756093
chr10	102756149
chr10	102756374
chr10	102756489
chr10	102756515
chr10	102756526
chr10	102756552
chr10	102756555
chr10	102757229
chr10	102757311
chr10	102757362
chr10	102757549
chr10	102757774
chr10	102758069
chr10	102758083
chr10	102758094
chr10	102758297
chr10	102759712
chr10	102759874
chr10	102760072
chr10	102760440
chr10	102760520
chr10	102760666
chr10	102761265
chr10	102761347
chr10	102761562
chr10	102761904
chr10	102761921
chr10	102762184
chr10	102762469
chr10	102762653
chr10	102762710
chr10	102762769
chr10	102762807
chr10	102763128
chr10	102763177
chr10	102763261
chr10	102763877
chr10	102763974
chr10	102764097
chr10	102764595
chr10	102764665
chr10	102764890
chr10	102765327
chr10	102765328
chr10	102765329
chr10	102765331
chr10	102765366
chr10	102765614
chr10	102765751
chr10	102766398
chr10	102766488
chr10	102766549
chr10	102766764
chr10	102766810
chr10	102766966
chr10	102767194
chr10	102767292
chr10	102767487
chr10	102767584
chr10	102767673
chr10	102768218
chr10	102768223
chr10	102768371
chr10	102768752
chr10	102769133
chr10	102769285
chr10	102769290
chr10	102769360
chr10	102769853
chr10	102769911
chr10	102770512
chr10	102771053
chr10	102771293
chr10	102771391
chr10	102771765
chr10	102771849
chr10	102772199
chr10	102772728
chr10	102772816
chr10	102773071
chr10	102773075
chr10	102773156
chr10	102773565
chr10	102774155
chr10	102774270
chr10	102774514
chr10	102774691
chr10	102775150
chr10	102775203
chr10	102775204
chr10	102775341
chr10	102775388
chr10	102775693
chr10	102775823
chr10	102776138
chr10	102776603
chr10	102776608
chr10	102776956
chr10	102777014
chr10	102777194
chr10	102777195
chr10	102777277
chr10	102777392
chr10	102778186
chr10	102778339
chr10	102778824
chr10	102778854
chr10	102778983
chr10	102779228
chr10	102779271
chr10	102779393
chr10	102779763
chr10	102779803
chr10	102779925
chr10	102780160
chr10	102780175
chr10	102780704
chr10	102780808
chr10	102781065
chr10	102781262
chr10	102781263
chr10	102781363
chr10	102781479
chr10	102781510
chr10	102781743
chr10	102782816
chr10	102782836
chr10	102782984
chr10	102782988
chr10	102783217
chr10	102783517
chr10	102783631
chr10	102784126
chr10	102784131
chr10	102784163
chr10	102784176
chr10	102784474
chr10	102784551
chr10	102784940
chr10	102784996
chr10	102785079
chr10	102785344
chr10	102785517
chr10	102785518
chr10	102786098
chr10	102786378
chr10	102786426
chr10	102786527
chr10	102786710
chr10	102786961
chr10	102787266
chr10	102787853
chr10	102787871
chr10	102787933
chr10	102787989
chr10	102788270
chr10	102788625
chr10	102788636
chr10	102788982
chr10	102789106
chr10	102789309
chr10	102789363
chr10	102789467
chr10	102789704
chr10	102789782
chr10	102789828
chr10	102789892
chr10	102790050
chr10	102790152
chr10	102790322
chr10	102790781
chr10	102790832
chr10	102791125
chr10	102791180
chr10	102791228
chr10	102791563
chr10	102791774
chr10	102791788
chr10	102791810
chr10	102792224
chr10	102792681
chr10	102792837
chr10	102793108
chr10	102793198
chr10	102793487
chr10	102793809
chr10	102794360
chr10	102794547
chr10	102794606
chr10	102794772
chr10	102794803
chr10	102795623
chr10	102795894
chr10	102795931
chr10	102796277
chr10	102796297
chr10	102797533
chr10	102798517
chr10	102798525
chr10	102798986
chr10	102799010
chr10	102799204
chr10	102799313
chr10	102799469
chr10	102799509
chr10	102799720
chr10	102800007
chr10	102800526
chr10	102800537
chr10	102800927
chr10	102801271
chr10	102801321
chr10	102801519
chr10	102801599
chr10	102801699
chr10	102802251
chr10	102802340
chr10	102802455
chr10	102802608
chr10	102803640
chr10	102803747
chr10	102803760
chr10	102803861
chr10	102803986
chr10	102804051
chr10	102804300
chr10	102804302
chr10	102805580
chr10	102806130
chr10	102806286
chr10	102806368
chr10	102806376
chr10	102806484
chr10	102806660
chr10	102806983
chr10	102807048
chr10	102807050
chr10	102807964
chr10	102808119
chr10	102808261
chr10	102808723
chr10	102808857
chr10	102809287
chr10	102809482
chr10	102809798
chr10	102809810
chr10	102810339
chr10	102810361
chr10	102810778
chr10	102811148
chr10	102811244
chr10	102811679
chr10	102811757
chr10	102812324
chr10	102812381
chr10	102812519
chr10	102813124
chr10	102813206
chr10	102813260
chr10	102813646
chr10	102813763
chr10	102814099
chr10	102814179
chr10	102814258
chr10	102814306
chr10	102814572
chr10	102814665
chr10	102814805
chr10	102814885
chr10	102815301
chr10	102815700
chr10	102816095
chr10	102816113
chr10	102816712
chr10	102817183
chr10	102817294
chr10	102817300
chr10	102817979
chr10	102818158
chr10	102818170
chr10	102818774
chr10	102819499
chr10	102819571
chr10	102819827
chr10	102820156
chr10	102820217
chr10	102820335
chr10	102820522
chr10	102820736
chr10	102820760
chr10	102820780
chr10	102820886
chr10	102820970
chr10	102821373
chr10	102821485
chr10	102821531
chr10	102822151
chr10	102822179
chr10	102822280
chr10	102822398
chr10	102822515
chr10	102822705
chr10	102823638
chr10	102823756
chr10	102824175
chr10	102824339
chr10	102824351
chr10	102824573
chr10	102824682
chr10	102825368
chr10	102825648
chr10	102825815
chr10	102825847
chr10	102826004
chr10	102826017
chr10	102826379
chr10	102826653
chr10	102827237
chr10	102827267
chr10	102827605
chr10	102827860
chr10	102828147
chr10	102828531
chr10	102828634
chr10	102828916
chr10	102829039
chr10	102829151
chr10	102829176
